Unique UN Assigned ID	ACC/BCC/ASCC	Dictionary Entry Name	Definition	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Version
UN00003176	ASCC	Trade Settlement. Specified. Payment Terms	Payment terms specified for this trade settlement.	Trade Settlement		Specified					Payment Terms			14	0	unbounded	1.0
UN00003177	ASCC	Trade Settlement. Specified. Adjustment	An adjustment specified for this trade settlement.	Trade Settlement		Specified					Adjustment			15	0	unbounded	1.0
UN00003178	ASCC	Trade Settlement. Specified. Accounting Account	An accounting account specified for this trade settlement.	Trade Settlement		Specified					Accounting Account			16	0	unbounded	1.0
UN00004502	ASCC	Trade Settlement. Acceptance. Party	An acceptance party for this trade settlement.	Trade Settlement		Acceptance					Party			17	0	unbounded	1.0
UN00004503	ASCC	Trade Settlement. Creditor. Party	A creditor party for this trade settlement.	Trade Settlement		Creditor					Party			18	0	unbounded	1.0
UN00004504	ASCC	Trade Settlement. Inspection. Party	An inspection party for this trade settlement.	Trade Settlement		Inspection					Party			19	0	unbounded	1.0
UN00004519	ASCC	Trade Settlement. Specified. Financial Card	A financial card specified in this trade settlement.	Trade Settlement		Specified					Financial Card			20	0	unbounded	1.0
UN00002077	ACC	Trade Transaction. Details	A group of trade line items, trade agreement, trade delivery and trade settlement details.	Trade Transaction													1.0
UN00002078	BCC	Trade Transaction. Identification. Identifier	A unique identifier for this trade transaction.	Trade Transaction		Identification		Identifier						1	0	unbounded	1.0
UN00002079	BCC	Trade Transaction. Type. Code	A code specifying the type of trade transaction.	Trade Transaction		Type		Code						2	0	unbounded	1.1
UN00002080	BCC	Trade Transaction. Information. Text	Information, expressed as text, for this trade transaction.	Trade Transaction		Information		Text						3	0	unbounded	1.0
UN00003254	BCC	Trade Transaction. Line Item. Quantity	A number of line items for this trade transaction.	Trade Transaction		Line Item		Quantity						4	0	unbounded	1.0
UN00002081	ASCC	Trade Transaction. Included. Trade Line Item	A trade line item included in this trade transaction.	Trade Transaction		Included					Trade Line Item			1	0	unbounded	1.0
UN00002082	ASCC	Trade Transaction. Associated. Document	A document associated with this trade transaction, such as the purchase order, invoice or packing list.	Trade Transaction		Associated					Document			2	0	unbounded	1.0
UN00002083	ASCC	Trade Transaction. Applicable. Trade Agreement	Trade agreement details applicable to this trade transaction such as payment or delivery terms.	Trade Transaction		Applicable					Trade Agreement			3	0	unbounded	1.0
UN00002084	ASCC	Trade Transaction. Applicable. Trade Delivery	Trade delivery details applicable to this trade transaction.	Trade Transaction		Applicable					Trade Delivery			4	0	unbounded	1.0
UN00002085	ASCC	Trade Transaction. Applicable. Trade Settlement	Trade settlement details applicable to this trade transaction.	Trade Transaction		Applicable					Trade Settlement			5	0	unbounded	1.0
UN00003217	ASCC	Trade Transaction. Specified. Package	A package specified for this trade transaction.	Trade Transaction		Specified					Package			6	0	unbounded	1.0
UN00001982	ACC	Transport Equipment. Details	A piece of equipment used to hold, protect or secure cargo for transportation purposes.	Transport Equipment													1.0
UN00001983	BCC	Transport Equipment. Identification. Identifier	A unique identifier for this piece of transport equipment.	Transport Equipment		Identification		Identifier						1	0	unbounded	1.0
UN00001984	BCC	Transport Equipment. Gross Weight. Measure	The measure of the gross weight (mass) of this piece of transport equipment which is the weight (mass) including loaded goods, packing and transport equipment.	Transport Equipment		Gross Weight		Measure						2	0	1	1.0
UN00001985	BCC	Transport Equipment. Tare Weight. Measure	The measure of the tare weight (mass) of this piece of transport equipment which is the weight (mass) including permanent equipment but excluding goods and loose accessories.	Transport Equipment		Tare Weight		Measure						3	0	1	1.0
UN00001986	BCC	Transport Equipment. Loading Length. Measure	The measure of the loading length of this piece of transport equipment.	Transport Equipment		Loading Length		Measure						4	0	1	1.0
UN00001987	BCC	Transport Equipment. Gross Volume. Measure	The measure of the gross volume of this piece of transport equipment.	Transport Equipment		Gross Volume		Measure				Cubic Capacity		5	0	1	1.0
UN00001988	BCC	Transport Equipment. Loaded Package. Quantity	The quantity of packages loaded into or onto this piece of transport equipment.	Transport Equipment		Loaded Package		Quantity						6	0	1	1.0
UN00001989	BCC	Transport Equipment. Humidity. Percent	The percent of the humidity (moisture content) within this piece of transport equipment.	Transport Equipment		Humidity		Percent						7	0	1	1.0
UN00001990	BCC	Transport Equipment. Category. Code	A code specifying a category for this piece of transport equipment, such as container or trailer.	Transport Equipment		Category		Code						8	0	unbounded	1.0
UN00001991	BCC	Transport Equipment. Characteristic. Code	The code specifying the characteristic or characteristics of this piece of transport equipment, such as the ISO 6346 transport equipment size and type code.	Transport Equipment		Characteristic		Code						9	0	1	1.0
UN00001992	BCC	Transport Equipment. Characteristic. Text	The characteristic or characteristics, expressed as text, of a piece of transport equipment, such as its size and type.	Transport Equipment		Characteristic		Text						10	0	1	1.0
UN00001993	BCC	Transport Equipment. Supplier Party Role. Code	The code specifying the role of the party responsible for supplying this piece of transport equipment.	Transport Equipment		Supplier Party Role		Code						11	0	1	1.0
UN00001994	BCC	Transport Equipment. Used Capacity. Code	The code specifying the used capacity of this piece of transport equipment, such as full or empty.	Transport Equipment		Used Capacity		Code						12	0	1	1.0
UN00001995	BCC	Transport Equipment. Operational Status. Code	A code specifying an operational status for this piece of transport equipment, such as to be repaired or to be shifted.	Transport Equipment		Operational Status		Code						13	0	unbounded	1.0
UN00001996	BCC	Transport Equipment. Transport Movement Status. Code	The code specifying the transport movement status for this piece of transport equipment, such as for export, for import, or for transshipment.	Transport Equipment		Transport Movement Status		Code						14	0	1	1.0
UN00001997	BCC	Transport Equipment. Legal Status. Code	The code specifying the legal status of this piece of transport equipment with respect to a specific law, such as the Container Convention Code.	Transport Equipment		Legal Status		Code						15	0	1	1.0
UN00001998	BCC	Transport Equipment. Haulage Arrangement. Code	The code specifying the arrangement for the haulage of this piece of transport equipment.	Transport Equipment		Haulage Arrangement		Code						16	0	1	1.0
UN00001999	BCC	Transport Equipment. Loading Remark. Text	A loading remark, expressed as text, for this piece of transport equipment.	Transport Equipment		Loading Remark		Text						17	0	unbounded	1.0
UN00002000	BCC	Transport Equipment. Damage Remark. Text	A damage remark, expressed as text, for this piece of transport equipment.	Transport Equipment		Damage Remark		Text						18	0	unbounded	1.0
UN00002001	BCC	Transport Equipment. Information. Text	Information, expressed as text, for this piece of transport equipment.	Transport Equipment		Information		Text						19	0	unbounded	1.0
UN00002933	BCC	Transport Equipment. Required Lane Length. Measure	The measure of the length required in a lane for this piece of transport equipment.	Transport Equipment		Required Lane Length		Measure						20	0	1	1.0
UN00002934	BCC	Transport Equipment. Power Supply Type. Code	The code specifying the type of power supply for this piece of transport equipment, such as diesel fuel or electricity.	Transport Equipment		Power Supply Type		Code						21	0	1	1.0
UN00002935	BCC	Transport Equipment. Power Supply Type. Text	The type of power supply, expressed as text, for this piece of transport equipment, such as diesel fuel or electricity.	Transport Equipment		Power Supply Type		Text						22	0	1	1.0
UN00002936	BCC	Transport Equipment. Power Supply Connector. Quantity	The number of power supply connectors for this piece of transport equipment.	Transport Equipment		Power Supply Connector		Quantity						23	0	1	1.0
UN00002937	BCC	Transport Equipment. Accompanied. Indicator	An indication of whether or not this piece of transport equipment is accompanied, such as by a transport means.	Transport Equipment		Accompanied		Indicator						24	0	unbounded	1.0
UN00002938	BCC	Transport Equipment. Release. Identifier	The release identifier for this piece of transport equipment.	Transport Equipment		Release		Identifier						25	0	1	1.0
UN00002939	BCC	Transport Equipment. Release Restriction. Text	A release restriction, expressed as text, for this piece of transport equipment.	Transport Equipment		Release Restriction		Text						26	0	unbounded	1.0
UN00003019	BCC	Transport Equipment. Net Weight. Measure	The measure of the net weight of this piece of transport equipment.	Transport Equipment		Net Weight		Measure						27	0	1	1.0
UN00003020	BCC	Transport Equipment. Sequence. Numeric	The sequence number differentiating this piece of transport equipment from others in a set of transport equipment.	Transport Equipment		Sequence		Numeric						28	0	1	1.0
UN00002002	ASCC	Transport Equipment. Contained. Consignment	A consignment contained in this piece of transport equipment.	Transport Equipment		Contained					Consignment			1	0	unbounded	1.0
UN00002003	ASCC	Transport Equipment. Quarantine. Instructions	Quarantine instructions for this piece of transport equipment.	Transport Equipment		Quarantine					Instructions			2	0	unbounded	1.0
UN00002004	ASCC	Transport Equipment. Handling. Instructions	Handling instructions for this piece of transport equipment.	Transport Equipment		Handling					Instructions			3	0	unbounded	1.0
UN00002005	ASCC	Transport Equipment. Delivery. Instructions	Delivery instructions for this piece of transport equipment.	Transport Equipment		Delivery					Instructions			4	0	unbounded	1.0
UN00002006	ASCC	Transport Equipment. Additional. Instructions	Additional instructions for this piece of transport equipment.	Transport Equipment		Additional					Instructions			5	0	unbounded	1.0
UN00002007	ASCC	Transport Equipment. Loaded. Dangerous Goods	Dangerous goods loaded into this piece of transport equipment.	Transport Equipment		Loaded					Dangerous Goods			6	0	unbounded	1.0
UN00002008	ASCC	Transport Equipment. Affixed. Seal	A seal affixed to this piece of transport equipment.	Transport Equipment		Affixed					Seal			7	0	unbounded	1.0
UN00002009	ASCC	Transport Equipment. Linear. Dimension	A linear dimension for this piece of transport equipment.	Transport Equipment		Linear					Dimension			8	0	unbounded	1.0
UN00002010	ASCC	Transport Equipment. Attached. Transport Equipment	Transport equipment attached to this piece of transport equipment, such as ropes or refrigeration units.	Transport Equipment		Attached					Transport Equipment			9	0	unbounded	1.0
UN00002011	ASCC	Transport Equipment. Carried. Transport Equipment	A piece of transport equipment carried on this piece of transport equipment, such as a container placed on a rail wagon.	Transport Equipment		Carried					Transport Equipment			10	0	unbounded	1.0
UN00002012	ASCC	Transport Equipment. Contained. Transport Equipment	A piece of transport equipment contained within this piece of transport equipment, such as a pallet.	Transport Equipment		Contained					Transport Equipment			11	0	unbounded	1.0
UN00002013	ASCC	Transport Equipment. Setting. Temperature	A temperature setting, such as storage temperature or operational temperature, for this piece of transport equipment.	Transport Equipment		Setting					Temperature			12	0	unbounded	1.0
UN00002014	ASCC	Transport Equipment. Specified. Transport Means	A transport means specified for this piece of transport equipment.	Transport Equipment		Specified					Transport Means			13	0	unbounded	1.0
UN00002015	ASCC	Transport Equipment. Applicable. Service Charge	A service charge applicable to this piece of transport equipment.	Transport Equipment		Applicable					Service Charge			14	0	unbounded	1.0
UN00002016	ASCC	Transport Equipment. Loaded. Consignment Item	A consignment item loaded onto, or into, this piece of transport equipment.	Transport Equipment		Loaded					Consignment Item			15	0	unbounded	1.0
UN00002017	ASCC	Transport Equipment. Loading. Event	A loading event for this transport equipment.	Transport Equipment		Loading					Event	Stuffing		16	0	unbounded	1.0
UN00002018	ASCC	Transport Equipment. Unloading. Event	An unloading event for this transport equipment.	Transport Equipment		Unloading					Event	Stripping		17	0	unbounded	1.0
UN00002019	ASCC	Transport Equipment. Storage. Event	A storage event specifying when and where this piece of transport equipment will be, or has been, stored.	Transport Equipment		Storage					Event			18	0	unbounded	1.0
UN00002020	ASCC	Transport Equipment. Positioning. Event	A positioning event specifying when and where this piece of transport equipment will be, or has been, positioned i.e. delivered and available for pick-up.	Transport Equipment		Positioning					Event			19	0	unbounded	1.0
